ID,Name,Country,Collab Score,Broadcast Score,Commerce Score,Followers,Median Views,Engagement,Price,Field Tags,Video Tags
ntrinhdayyy_07,1 mí ghét hành,Việt Nam,78.7,N/A,N/A,"625,8K","36,5K","13,05%",10.000.000 VND,,"Ảnh tự chụp, Hát nhép, Nhảy"
chocotrucphuong,Choco Trúc Phương ✨,Việt Nam,79.3,96.5,N/A,"550,8K","100,3K","6,75%",4.984.701 VND,"Làm đẹp và chăm sóc cá nhân, Chăm sóc da","Hát nhép, Hài kịch"
tieuminhphungne,Tiêu Minh Phụng,Việt Nam,72.4,N/A,N/A,"1,2M","95,3K","5,58%",2.301.919 VND,"Tin tức và Giải trí, Làm đẹp và chăm sóc cá nhân, Sản phẩm chăm sóc cá nhân và làm đẹp khác","Âm nhạc, Phim ảnh & Truyền hình"
hongnhung020997,Hồng Nhung Trần,Việt Nam,85.7,N/A,91.2,"1,5M","53,4K","1,62%",6.000.000 VND,"Thiết bị, Tin tức và Giải trí, Làm đẹp và chăm sóc cá nhân, Chăm sóc da","Thể thao truyền thống, Du lịch"
gioilee299,Giỏi Lee,Việt Nam,79.3,94.4,N/A,"1,4M","430,2K","6,04%",93.288.259 VND,,"Hát nhép, Hài kịch"
rika7897,Quốc Tuấn 〽️,Việt Nam,92.0,93.0,91.2,3M,"334,6K","5,04%",5.000.000 VND,,"Trang phục, Gia đình"
luongthingocha,𝐍𝐠𝐚̂𝐧 𝐇𝐚̀ 🍌,Việt Nam,75.7,90.9,N/A,"7,2M",2M,"3,42%",53.275.616 VND,"Thực phẩm và Đồ uống, Sản phẩm gia dụng, Làm đẹp và chăm sóc cá nhân, Chăm sóc da","Hát nhép, Nhảy"
phuongmin_,🅟🅗🅤🅞🅝🅖 🅜🅘🅝,Việt Nam,78.2,95.9,N/A,"5,9M","93,5K","5,73%",80.000.000 VND,"Thực phẩm và Đồ uống, Tin tức và Giải trí, Mẹ & Bé","Du lịch, Khám phá nhà hàng"
quynhabi_food,🧁🍭Bếp Nhà Quỳnh 🍬🍩,Việt Nam,78.7,95.1,N/A,"1,2M","131,4K","4,73%",7.500.000 VND,,
trien.13,TRIỂN CHILL,Việt Nam,78.9,97.9,N/A,"727,1K","35,1K","11,67%",2.716.378 VND,"Làm đẹp và chăm sóc cá nhân, Chăm sóc da",Cuộc sống hàng ngày
nhivocomedy,Nhi Võ,Việt Nam,77.2,93.0,N/A,"822,3K","88,1K","8,75%",194.984 VND,,"Hài kịch, Cuộc sống hàng ngày"
china.boys3,China Boys,Việt Nam,80.0,97.4,N/A,"2,1M","3,8K","10,78%",10.000.000 VND,,Nhảy
mr.dat2k,Mr Đạt,Việt Nam,73.4,N/A,N/A,"2,6M","65,1K","4,12%",21.056.000 VND,"May mặc & Phụ kiện, Quần áo nam","Tiểu phẩm, Hài kịch"
_binz_lala_,Chú Bin Sắp 2 M 🥹,Việt Nam,78.0,91.7,N/A,1M,"39,3K","5,71%",4.000.000 VND,,Nhảy
angelplay,Angel,Việt Nam,79.2,97.2,N/A,"4,2M","536,5K","7,67%",19.328.798 VND,Game,Trò chơi điện tử
bar.shimavn,🍀BéLàShima🍀✔,Việt Nam,87.4,91.0,N/A,"3,3M","62,5K","3,24%",6.000.000 VND,,"Trò chơi điện tử, Hài kịch"
janishalival,𝙑𝙚𝙧𝙢𝙤𝙪𝙩𝙝,Việt Nam,80.8,99.4,N/A,"1,6M","3,6K","12,24%",160.000 VND,,"Thể dục, Trình diễn tài năng"
onsportsplus,On Sports Plus,Việt Nam,73.8,N/A,N/A,"1,7M","91,6K","2,76%",5.000.000 VND,,"Thể thao truyền thống, Tin tức thể thao"
chaukhadi2107,Châu Khả Di,Việt Nam,77.5,94.4,N/A,"2,5M","276,9K","4,85%",7.829.696 VND,"Dịch vụ kinh doanh, Thiết bị, Cải tạo nhà cửa",DIY & Mẹo vặt đời sống
trinhhyy,Trinh Hyy,Việt Nam,95.8,93.0,98.4,"2,5M","28,7K","2,36%",10.000.000 VND,,"Tiểu phẩm, Hướng dẫn & mẹo làm đẹp"
uyeenek,𝓤𝔂𝓮𝓮𝓷𝓮𝓴🐟,Việt Nam,77.6,95.8,N/A,1M,"171,9K","10,57%",3.094.382 VND,,DIY & Mẹo vặt đời sống
lanhxinhyeu06,lanhxinhyeu06,Việt Nam,78.1,94.4,N/A,"1,8M","733,7K","8,82%",33.563.743 VND,,"Nhảy, Hướng dẫn & mẹo làm đẹp"
chunneh._,CHUN,Việt Nam,87.9,93.1,N/A,"586,1K","34,8K","15,51%",1.482.666 VND,"Tin tức và Giải trí, Làm đẹp và chăm sóc cá nhân, May mặc & Phụ kiện, Chăm sóc da","Tiểu phẩm, Phim ảnh & Truyền hình, Hướng dẫn & mẹo làm đẹp"
hanh.ey,Hạnh Em Yêu,Việt Nam,77.5,91.7,N/A,"2,1M","134,9K","5,03%",5.000.000 VND,"Tin tức và Giải trí, Làm đẹp và chăm sóc cá nhân, Chăm sóc da",Nhảy
sonhanma_scl,Sơn Hanma 👹👾👹,Việt Nam,78.2,95.8,N/A,"1,4M","372,5K","5,28%",26.404.352 VND,Thể thao và Hoạt động ngoài trời,Thể dục
quynhalee,Quỳnh Alee,Việt Nam,78.4,95.8,N/A,5M,"839,7K","5,96%",30.212.388 VND,"Sức khỏe, Làm đẹp và chăm sóc cá nhân, Thương mại điện tử (không dùng ứng dụng), Chăm sóc da","Hát nhép, Hướng dẫn & mẹo làm đẹp"
nhythanh_04,Thanh Nhi,Việt Nam,82.4,93.8,N/A,"523,4K","79,2K","17,81%",5.160.221 VND,,
leyen05ne,Lê Yến 🤍,Việt Nam,77.4,90.2,N/A,"1,6M",983K,"4,44%",300.000.000 VND,,"Gia đình, Trang phục, Nhảy"
dothuyquynh999,Quỳnh Moon 🌙,Việt Nam,90.9,N/A,97.6,"2,1M","86,8K","3,80%",30.000.000 VND,,
yan45giay,YAN 45s,Việt Nam,86.4,N/A,92.8,"1,9M","340,2K","6,36%",11.813.989 VND,,"Tin tức giải trí, Tin tức xã hội & Sự kiện"
dorychang_03,ChangDory🐬,Việt Nam,78.6,97.2,N/A,"11,4M","6,1M","6,96%",169.403.075 VND,"Dịch vụ kinh doanh, Tin tức và Giải trí, Làm đẹp và chăm sóc cá nhân, Mỹ phẩm","Trò chơi điện tử, Hoạt hình & Cosplay, Trang phục"
24h.sports,24h.Sports,Việt Nam,N/A,N/A,N/A,"1,8M","546,7K","5,88%",29.879.121 VND,,"Tin tức thể thao, Thể thao truyền thống"
embetit1,Linh Tít 🐰ྀི 💫,Việt Nam,79.9,92.4,N/A,"1,2M","52,3K","10,56%",5.961.658 VND,,"Trang phục, Hát nhép, Nhảy"
quanglanbui,Lan là con trai,Việt Nam,76.3,93.8,N/A,"721,4K","35,5K","21,98%",6.500.000 VND,,Chăm sóc thú cưng
tolahann08,hann,Việt Nam,79.4,95.8,N/A,"1,1M","712,1K","10,60%",19.263.038 VND,,"Hát nhép, Nhảy, Hướng dẫn & mẹo làm đẹp"
luutrungtv,Lưu Trung TV 🦁,Việt Nam,80.0,97.9,N/A,"1,5M","626,6K","8,60%",352.731 VND,Tin tức và Giải trí,Trò chơi điện tử
duyyy.real.channel,Ngô Đức Duy,Việt Nam,81.1,96.5,N/A,"8,3M","726,1K","7,52%",34.982.642 VND,"Thiết bị, Tin tức và Giải trí, Làm đẹp và chăm sóc cá nhân, Tóc giả và tạo kiểu tóc",Sản phẩm công nghệ & Thử nghiệm
thuy_lcc,Phương Thuỳ,Việt Nam,78.4,93.8,N/A,"1,4M","20,7K","10,66%",3.915.672 VND,,Nhảy
kairontv.210,Kairon TV,Việt Nam,78.1,95.1,N/A,"2,4M","828,7K","8,08%",53.212.760 VND,Ứng dụng,"Nhảy, Âm nhạc, Cuộc sống hàng ngày"
reencyngo,Reency Ngô,Việt Nam,97.3,98.6,96.8,"12,9M",17K,"6,99%",33.000.000 VND,"Tin tức và Giải trí, Làm đẹp và chăm sóc cá nhân, Thương mại điện tử (không dùng ứng dụng), Sản phẩm chăm sóc cá nhân và làm đẹp khác","Tiểu phẩm, Hướng dẫn & mẹo làm đẹp"
lliinnhhllyy,Muốn làm học sinh lớp10,Việt Nam,76.3,N/A,N/A,"694,9K",77K,"13,16%",2.708.012 VND,,"Hát nhép, Nhảy, Hướng dẫn & mẹo làm đẹp"
iamhiepmusic.02,NTH Music 🎧,Việt Nam,74.9,N/A,N/A,"1,6M","93,5K","5,81%",5.485.036 VND,,Âm nhạc
dantri_sao,DSao,Việt Nam,75.8,N/A,N/A,"1,7M",17K,"2,38%",477.316 VND,,Tin tức giải trí
jjhahehi,Tama,Việt Nam,78.5,95.8,N/A,"1,1M","295,6K","12,42%",12.045.256 VND,"Tin tức và Giải trí, Làm đẹp và chăm sóc cá nhân, May mặc & Phụ kiện, Mỹ phẩm","Nhảy, Hát nhép"
kenjumboyofficial,kenjumboyofficial,Việt Nam,77.5,97.2,N/A,"1,6M","141,6K","8,96%",4.246.815 VND,"Thực phẩm và Đồ uống, Tin tức và Giải trí","Cuộc sống hàng ngày, Hài kịch"
theanh28trending,THEANH28 TRENDING,Việt Nam,77.4,91.6,N/A,9M,"418,4K","9,64%",12.557.165 VND,"Thực phẩm và Đồ uống, Làm đẹp và chăm sóc cá nhân, May mặc & Phụ kiện, Tóc giả và tạo kiểu tóc","Tin tức giải trí, Tin tức xã hội & Sự kiện"
jinyin2021,Cô em thú dị,Việt Nam,75.8,94.4,N/A,"2,4M","493,4K","6,26%",17.108.000 VND,Tin tức và Giải trí,Tiểu phẩm
bnhthanh1028,LÊ THANH BÌNH,Việt Nam,78.5,93.0,N/A,"228,7K","8,6K","25,63%",1.778.306 VND,,"Hát nhép, Nhảy, Hài kịch"
nguyenvanvy_,Vỹ Chill,Việt Nam,79.3,94.4,N/A,"766,5K","107,8K","11,06%",7.915.527 VND,,"Ảnh tự chụp, Hát nhép"
duy_megame,𝘿𝙪𝙮 𝙈ê 𝙃á𝙩🎤🎶,Việt Nam,94.6,93.0,97.6,"1,6M","171,2K","4,95%",6.000.000 VND,,"Thể dục, Trò chơi điện tử, Cuộc sống hàng ngày"
troxlacci,Trox & Lacci,Việt Nam,80.9,95.1,N/A,"2,5M","1,5M","6,38%",80.000.000 VND,"Thực phẩm và Đồ uống, Tin tức và Giải trí, Làm đẹp và chăm sóc cá nhân, Nước hoa","Hài kịch, Gia đình"
vananhneymar,Văn Anh Neymar,Việt Nam,79.3,94.4,N/A,"1,4M","313,6K","4,62%",15.000.000 VND,Tin tức và Giải trí,"Thể thao truyền thống, Cuộc sống hàng ngày"
luvs4kimmy,KimmyYay,Việt Nam,78.8,94.4,N/A,"870,3K","66,8K","10,74%",30.000 VND,,"Cuộc sống hàng ngày, Nhảy"
khietdan0106,Khiết Đan,Việt Nam,76.5,92.3,N/A,"3,8M","1,8M","7,06%",4.717.541 VND,,Cuộc sống hàng ngày
bebebe2509,Hạt Tiêu💕,Việt Nam,81.5,97.3,N/A,"841,3K","73,1K","17,53%",1.743.974 VND,,Hát nhép
kuuden_1301,Kuu Dễn,Việt Nam,80.8,95.1,N/A,"833,9K","169,6K","6,91%",45.052.484 VND,,"Hướng dẫn & mẹo làm đẹp, Hát nhép, Nhảy"
vivianhoang209,VÕ HOÀNG YẾN,Việt Nam,77.0,90.4,N/A,"2,4M","29,8K","5,21%",1.021.779 VND,,"Mukbang & Nếm thức ăn, Phim ảnh & Truyền hình"
quangnham8,Quangnhảm,Việt Nam,79.1,95.1,N/A,"1,1M","148,9K","12,62%",15.000.000 VND,"Làm đẹp và chăm sóc cá nhân, Sản phẩm chăm sóc cá nhân và làm đẹp khác","Hát nhép, Hài kịch"
khalac248,Lạc,Việt Nam,79.8,97.2,N/A,1M,217K,"8,66%",24.185.794 VND,,"Hát nhép, Hướng dẫn & mẹo làm đẹp"
catbaby0,CatĐángYêu❀,Việt Nam,92.4,97.2,96.0,"3,9M",490K,"9,16%",20.000.000 VND,Game,Trò chơi điện tử
phaminhiu,Hiếu Shyn,Việt Nam,78.5,97.9,N/A,"2,3M","226,4K","8,09%",5.434.794 VND,"Dịch vụ kinh doanh, Làm đẹp và chăm sóc cá nhân, Thương mại điện tử (không dùng ứng dụng), Chăm sóc da","Hát nhép, Tình yêu & Mối quan hệ lãng mạn"
kenhcuakiet,Kênh của Kiệt♛♛,Việt Nam,77.2,90.9,N/A,"1,3M","54,6K","5,72%",1.701.362 VND,"Tin tức và Giải trí, Làm đẹp và chăm sóc cá nhân, May mặc & Phụ kiện, Trang phục và phụ kiện khác, Sản phẩm chăm sóc cá nhân và làm đẹp khác","Cuộc sống hàng ngày, Hài kịch"
binhbongbup,Bình Bông Bụp,Việt Nam,79.8,94.5,N/A,"1,7M","63,6K","5,76%",3.034.387 VND,,"Chăm sóc thú cưng, Hài kịch"
hphuoc.2003,Hồng Phước 🐰 🥕,Việt Nam,74.0,N/A,N/A,"2,3M","126,9K","6,92%",8.451.494 VND,,Hát nhép
hoanganhpanda_,Hoàng Anh Panda,Việt Nam,75.4,N/A,N/A,2M,"767,3K","9,23%",22.123.031 VND,"Ứng dụng, Thực phẩm và Đồ uống, Tin tức và Giải trí","Cuộc sống hàng ngày, Âm nhạc"
meokhuan,Mèo Khuẩn,Việt Nam,78.7,93.0,N/A,"289,8K","342,4K","64,36%",14.105.721 VND,,Hoạt hình & Cosplay
mnoccutii,𝙢𝙣𝙤𝙘,Việt Nam,79.8,97.2,N/A,1M,"288,4K","10,22%",80.000.000 VND,,
uyph1008,Huy hạt nhài,Việt Nam,92.1,95.8,96.8,"1,5M",241K,"7,78%",17.719.380 VND,"Sức khỏe, Tin tức và Giải trí, Làm đẹp và chăm sóc cá nhân, Chăm sóc da","Hát nhép, Trò chơi không phải điện tử, Hài kịch"
duksun___,Bé Mèo Nhỏ Mít Ướt,Việt Nam,78.5,93.0,N/A,"1,1M","278,2K","6,57%",20.640.973 VND,"Sức khỏe, Làm đẹp và chăm sóc cá nhân, May mặc & Phụ kiện, Chăm sóc da","Tình yêu & Mối quan hệ lãng mạn, Cuộc sống hàng ngày"
kyduyn997,La Hoàng Kỳ Duyên,Việt Nam,78.2,93.0,N/A,"1,4M","504,7K","7,48%",47.549.690 VND,,"Hát nhép, Nhảy"
quangquanhaccthu6,Quàng Quanh,Việt Nam,79.0,93.0,N/A,"609,4K","51,4K","13,32%",9.000.000 VND,,"Ảnh tự chụp, Âm nhạc, Nhảy"
nhut26march,Huỳnh Nhựt,Việt Nam,76.3,N/A,N/A,"1,5M",120K,"2,90%",52.640.000 VND,"Tin tức và Giải trí, Làm đẹp và chăm sóc cá nhân, Thương mại điện tử (không dùng ứng dụng), Chăm sóc miệng","Nhảy, Hài kịch"
vienvibi_899,Viên Vibi,Việt Nam,77.1,94.4,N/A,"11,3M","3,4M","7,61%",59.448.383 VND,"Dịch vụ kinh doanh, Thực phẩm và Đồ uống, Dịch vụ đời sống","Tình yêu & Mối quan hệ lãng mạn, Nhảy"
mamtv.31,MắmTiZii✨,Việt Nam,80.8,95.8,N/A,"2,5M","130,2K","8,37%",17.418.235 VND,"Tin tức và Giải trí, Du lịch","Tình yêu & Mối quan hệ lãng mạn, Trò chơi điện tử"
tai2701,Nguyễn Văn Tài,Việt Nam,86.0,N/A,92.8,"15,5M","500,3K","6,76%",30.000.000 VND,Tin tức và Giải trí,"Tình yêu & Mối quan hệ lãng mạn, Hướng dẫn & mẹo làm đẹp"
thaybeou40,Thầy Beo U40,Việt Nam,78.9,91.6,N/A,"6,1M","55,5K","4,94%",17.790.126 VND,,"Cuộc sống sinh viên, Cuộc sống hàng ngày, Phim ảnh & Truyền hình"
detv044,Đệ Đệ TV🐣,Việt Nam,78.6,95.2,N/A,"1,9M","34,7K","4,63%",3.506.024 VND,,Trò chơi điện tử
sophia.beauty99,Thuỷ Sophia,Việt Nam,95.0,95.1,100.0,"1,7M","99,8K","5,94%",19.000.000 VND,"Thực phẩm và Đồ uống, Làm đẹp và chăm sóc cá nhân, Thương mại điện tử (không dùng ứng dụng), Sản phẩm chăm sóc cá nhân và làm đẹp khác","Cuộc sống hàng ngày, Hướng dẫn & mẹo làm đẹp"
vtvcab,Truyền Hình Cáp Việt Nam,Việt Nam,74.6,N/A,N/A,"2,7M",19K,"2,04%",947.522 VND,,Tin tức thể thao
thanhthao15.03,Nguyễn Thanh Thảo 🐰,Việt Nam,78.4,91.0,N/A,"1,6M","151,6K","7,25%",4.261.944 VND,"Làm đẹp và chăm sóc cá nhân, Game, May mặc & Phụ kiện, Chăm sóc da",Nhảy
kimtronsalan1994,Kim Tròn Sà Lan,Việt Nam,77.4,90.9,N/A,"1,6M",27K,"2,68%",5.990.095 VND,,"Hát nhép, Mukbang & Nếm thức ăn, Trưng bày & đánh giá ẩm thực"
miloondiet,Milo On Diet,Việt Nam,75.7,N/A,N/A,"1,4M","521,3K","5,05%",24.636.710 VND,"Thực phẩm và Đồ uống, Sản phẩm gia dụng, May mặc & Phụ kiện, Trang phục và phụ kiện khác",Mukbang & Nếm thức ăn
tinathaothidaily,tinathaothidaily,Việt Nam,76.1,N/A,N/A,"2,4M","945,9K","6,24%",58.216.708 VND,"Tin tức và Giải trí, Làm đẹp và chăm sóc cá nhân, Chăm sóc da","Khám phá nhà hàng, Mukbang & Nếm thức ăn, Cuộc sống hàng ngày"
hoanglananh31,Hoàng Lan Anh,Việt Nam,88.2,94.4,92.8,"3,7M","744,6K","8,88%",98.065.145 VND,,"Hát nhép, Nhảy, Hướng dẫn & mẹo làm đẹp"
fanhuq,Phan Hưng,Việt Nam,82.3,98.6,N/A,"699,8K","163,9K","25,63%",10.000.000 VND,,Hoạt hình & Cosplay
matienanh03,Mã Tiến Anh,Việt Nam,80.3,97.9,N/A,"1,3M","405,1K","6,20%",17.736.806 VND,"Tin tức và Giải trí, Làm đẹp và chăm sóc cá nhân, Sản phẩm chăm sóc cá nhân và làm đẹp khác","Âm nhạc, Thể thao truyền thống, Hài kịch"
tuilagray,🐜 ĐẶNG THÁI gray,Việt Nam,79.1,95.1,N/A,"1,4M","107,7K","9,26%",3.500.000 VND,"Ứng dụng, Làm đẹp và chăm sóc cá nhân, Thương mại điện tử (không dùng ứng dụng), Chăm sóc da",Hài kịch
duongph.m,Dương Phạm nè,Việt Nam,75.9,N/A,N/A,"1,4M","54,8K","6,04%",28.952.000 VND,Công nghệ & Đồ điện tử,"Cuộc sống sinh viên, Cuộc sống hàng ngày"
caot.ri,ctri,Việt Nam,77.4,95.9,N/A,796K,"63,6K","14,03%",800.000 VND,,"Phim ảnh & Truyền hình, Âm nhạc"
team.boysofficial,TEAM BOYS,Việt Nam,76.7,96.0,N/A,"789,6K",94K,"16,47%",2.464.651 VND,,"Nhảy, Phim ảnh & Truyền hình"
user00251807,Kiềucuaa,Việt Nam,80.7,95.8,N/A,"961,4K","249,3K","8,43%",13.469.314 VND,,"Hát nhép, Nhảy"
molistarofficial,molistarofficial,Việt Nam,N/A,N/A,N/A,"2,4M","4,3K","2,78%",579.750 VND,,"Tin tức giải trí, Phim ảnh & Truyền hình"
quynh.aka,Quỳnh Aka ✅,Việt Nam,78.4,93.0,N/A,"2,4M",178K,"7,16%",12.395.820 VND,,Hoạt hình & Cosplay
nang04074,Hương Thu📻,Việt Nam,79.9,91.8,N/A,"905,5K","32,8K","6,61%",212.121 VND,,"Hát nhép, Mukbang & Nếm thức ăn, Đồ chơi & Sưu tầm"
virussvn,ViruSs,Việt Nam,74.2,N/A,N/A,"1,9M","498,8K","4,61%",131.600.000 VND,"Tin tức và Giải trí, Thương mại điện tử (không dùng ứng dụng)","Âm nhạc, Cuộc sống hàng ngày"
bacgau1989,BÁC GẤU,Việt Nam,80.0,94.4,N/A,"9,5M","1,8M","6,65%",50.000.000 VND,Tin tức và Giải trí,"Trò chơi điện tử, Cuộc sống hàng ngày"
bongtim96,Bông Tím,Việt Nam,77.4,91.6,N/A,"6,5M","721,5K","6,98%",28.102.376 VND,"Thực phẩm và Đồ uống, Tin tức và Giải trí, Thương mại điện tử (không dùng ứng dụng)","Cuộc sống hàng ngày, Hài kịch"
sunflizme,DƯƠNG JIN,Việt Nam,94.6,93.0,96.8,"1,6M","260,9K","4,92%",12.000.000 VND,"Thực phẩm và Đồ uống, Làm đẹp và chăm sóc cá nhân, Thương mại điện tử (không dùng ứng dụng), Sản phẩm chăm sóc cá nhân và làm đẹp khác","Tình yêu & Mối quan hệ lãng mạn, Trò chơi không phải điện tử"
nhien1308,Hạ Nhiên,Việt Nam,78.7,92.4,N/A,"1,6M",114K,"5,20%",8.000.000 VND,,"Hát nhép, Gia đình, Hướng dẫn & mẹo làm đẹp"
yeudoifulltime,Hãy Cứ Yêu Đời 🍀,Việt Nam,74.3,N/A,N/A,"1,4M","205,7K","6,56%",15.000.000 VND,,Gia đình
vinhthichanngon,Vĩnh Thích Ăn Ngon,Việt Nam,80.4,97.9,N/A,2M,"225,1K","6,06%",13.226.126 VND,Thực phẩm và Đồ uống,Khám phá nhà hàng
vnexpress.official,VnExpress.net,Việt Nam,75.8,N/A,N/A,"3,2M","107,8K","2,96%",10.271.328 VND,"Sức khỏe, Tin tức và Giải trí",Tin tức xã hội & Sự kiện
tiuthoo,Tiêu Thố Đêyy,Việt Nam,78.9,91.6,N/A,"929,2K","170,2K","7,70%",7.949.903 VND,"Tin tức và Giải trí, Làm đẹp và chăm sóc cá nhân, Sản phẩm chăm sóc cá nhân và làm đẹp khác",Hài kịch
shengyucapcut,𝑺𝒉𝒆𝒏𝒈𝒀𝒖,Việt Nam,76.3,N/A,N/A,"764,3K","12,7K","6,66%",3.311.820 VND,"May mặc & Phụ kiện, Phụ kiện quần áo",Âm nhạc
thambip_2k,Dương Hồng Thắm 🐳,Việt Nam,75.0,N/A,N/A,"1,7M","292,7K","3,70%",13.919.190 VND,"Tin tức và Giải trí, Sản phẩm gia dụng, Làm đẹp và chăm sóc cá nhân, Sản phẩm chăm sóc cá nhân và làm đẹp khác","Cuộc sống hàng ngày, Gia đình, Hướng dẫn & mẹo làm đẹp"
inori.entertainment,INORI ENTERTAINMENT,Việt Nam,77.3,N/A,N/A,"1,4M","5,4K","6,38%",360.880 VND,,Tin tức giải trí
tieumanthaune,Tiểu Màn Thầu,Việt Nam,76.4,91.6,N/A,"3,1M","272,7K","3,85%",11.258.992 VND,"Ứng dụng, Thực phẩm và Đồ uống",Khám phá nhà hàng
bequynhff21.2,Bé Quỳnh FF🐰,Việt Nam,82.8,97.2,N/A,"3,3M",914K,"7,29%",15.000.000 VND,,Trò chơi điện tử
muoitoday,Muội Today,Việt Nam,86.8,N/A,92.8,"1,6M",229K,"4,73%",15.000.000 VND,,
ngoc.eng,Ngọc Éng,Việt Nam,78.2,94.4,N/A,"6,2M","129,7K","2,21%",30.000.000 VND,"Thực phẩm và Đồ uống, Làm đẹp và chăm sóc cá nhân, Dịch vụ đời sống, Sản phẩm chăm sóc cá nhân và làm đẹp khác","Cuộc sống hàng ngày, Hướng dẫn & mẹo làm đẹp"
hongocha2511,Hồ Ngọc Hà,Việt Nam,75.8,90.2,N/A,"1,2M",138K,"3,54%",3.216.452 VND,,"Phim ảnh & Truyền hình, Gia đình, Cuộc sống hàng ngày"
kienthuckinhte28,KIẾN THỨC KINH TẾ,Việt Nam,82.9,N/A,N/A,"2,1M","24,1K","3,46%",4.729.289 VND,,Tin tức xã hội & Sự kiện
phamvinh271099,Phạm Vinh,Việt Nam,76.8,90.9,N/A,"3,8M",2M,"4,75%",25.044.841 VND,"Sản phẩm gia dụng, Làm đẹp và chăm sóc cá nhân, May mặc & Phụ kiện, Trang phục và phụ kiện khác, Sản phẩm chăm sóc cá nhân và làm đẹp khác",Hài kịch
lhkkhiem3,Hoàng Khiêm FF💭,Việt Nam,79.6,95.1,N/A,"1,1M","117,2K","4,14%",5.000.000 VND,,Trò chơi điện tử
sukanenobita,Suka🧸,Việt Nam,77.7,94.4,N/A,"1,7M","1,7M","6,03%",88.710.431 VND,"Thực phẩm và Đồ uống, Thương mại điện tử (không dùng ứng dụng), May mặc & Phụ kiện, Trang phục và phụ kiện khác","Hát nhép, Nhảy"
thphuongvo,Thu Phương,Việt Nam,77.8,93.7,N/A,"2,7M","471,7K","5,46%",18.000.000 VND,"Sức khỏe, Làm đẹp và chăm sóc cá nhân, Thương mại điện tử (không dùng ứng dụng), Mỹ phẩm","Nhảy, Hướng dẫn & mẹo làm đẹp"
hoangvinhhh,Nguyễn Hoàng Vinh,Việt Nam,78.0,93.0,N/A,13M,"1,2M","8,92%",13.160.000 VND,Tin tức và Giải trí,"Âm nhạc, Hát nhép, Cuộc sống hàng ngày"
lypham.2001,Ly Phạm,Việt Nam,79.1,97.9,N/A,"1,2M","794,9K","8,37%",37.283.087 VND,"Công nghệ & Đồ điện tử, Làm đẹp và chăm sóc cá nhân, Thương mại điện tử (không dùng ứng dụng), Sản phẩm chăm sóc cá nhân và làm đẹp khác","Hát nhép, Gia đình, Hướng dẫn & mẹo làm đẹp"
yenthichanvat,Yến thích ăn vặt,Việt Nam,78.4,93.0,N/A,"1,4M","885,1K","4,02%",12.000.000 VND,"Thực phẩm và Đồ uống, Tin tức và Giải trí",Gia đình
codongnat_99,Cô Đồng Nát,Việt Nam,77.6,90.2,N/A,"4,4M","1,2M","4,44%",29.522.055 VND,,"Cuộc sống hàng ngày, Hài kịch"
pinkybaotran,PINKY BẢO TRÂN,Việt Nam,75.2,N/A,N/A,2M,"296,8K","5,95%",19.213.663 VND,,
_inlil,Chang Nguyễn -INLIL 💕,Việt Nam,77.1,93.8,N/A,"2,3M","69,6K","5,46%",4.287.996 VND,"Làm đẹp và chăm sóc cá nhân, Mỹ phẩm",Hướng dẫn & mẹo làm đẹp
hauhoang,Hậu Hoàng,Việt Nam,75.8,93.7,N/A,"6,3M","406,7K","6,03%",4.020.576 VND,,"Hát nhép, Nhảy"
emmersweet,Phương Phương 👩🏻‍🌾,Việt Nam,78.0,90.9,N/A,"878,4K","415,7K","7,55%",45.000.000 VND,Thực phẩm và Đồ uống,Nấu ăn & Công thức nấu ăn
asmobilett,AS Mobile,Việt Nam,76.6,N/A,N/A,"3,8M","55,1K","3,01%",10.000.000 VND,,Trò chơi điện tử
nhuyobentre02,Như Ý Store 71,Việt Nam,80.8,96.5,N/A,"1,2M",138K,"4,95%",32.095.927 VND,,"Trang phục, Gia đình, Hướng dẫn & mẹo làm đẹp"
rufinoaybar,Rufino Aybar (Tây Ba Lô),Việt Nam,75.1,90.2,N/A,"3,2M","222,4K","5,45%",52.640.000 VND,Tin tức và Giải trí,"Cuộc sống hàng ngày, Hài kịch, Gia đình"
khuyenduong299,Khuyến Dương,Việt Nam,82.8,96.5,N/A,"1,7M","732,4K","9,86%",9.973.304 VND,,Cuộc sống hàng ngày
trinhle1707,Lê Trinh,Việt Nam,95.5,91.7,98.4,2M,"71,5K","3,71%",15.000.000 VND,"Sức khỏe, Làm đẹp và chăm sóc cá nhân, Thương mại điện tử (không dùng ứng dụng), Chăm sóc da","Tình yêu & Mối quan hệ lãng mạn, Hướng dẫn & mẹo làm đẹp"
sicule00,Yến Nhi (Nhei),Việt Nam,72.5,N/A,N/A,"1,5M","326,9K","5,89%",42.244.596 VND,,Âm nhạc
